IPQA NO;Current Paper NO;Lot;Product Model;Equipment;Surface Treatment;Layout Design;Production Process;Edge Position;Board Specification;Board Length (mm);Board Width (mm);Minimum Hole Diameter (mm);Customer Number;Full Board Plating_Production Line Equipment Name;Full Board Plating_Copper Surface Requirement (um);Full Board Plating_Hole Copper Requirement (um);Full Board Plating_Copper Current Density;Full Board Plating_Spray Frequency (HZ);Full Board Plating_Copper Plating Time (min);Full Board Plating_Board Speed (m/min);Pattern Plating_Production;Pattern Plating_Copper Surface Requirement (um);Pattern Plating_Hole Copper Requirement (um);Pattern Plating_Plated Area (GTL);Pattern Plating_Plated Area (GBL);Pattern Plating_Copper Current Density;Pattern Plating_Tin Plating Current Density;Pattern Plating_Spray Frequency|Copper (HZ);Pattern Plating_Spray Frequency|Tin (HZ);Pattern Plating_Copper Plating Time (min);Pattern Plating_Tin Plating Time (min);Pattern Plating_Board Speed (m/min);Is Hole Plugged;Not Plugged;Plugged;Inspection Item;Requirement;Measured Range 1;Measured Range 2;Measured Range 3;Measured Range 4;Measured Range 5;Measured Range 6;Average Value;Judgment;min_requirement;judgement_criteria;label;thickness_min;thickness_max;thickness_mean;thickness_std;thickness_range;mfgpartId;Part Number;Panel Length;Panel Width;Part Length;Part Width;Line width/spacing (mm);Graphic Area C Side %;Graphic Area S Side %;Board Thickness (mm);Min. hole size;Total Hole Quantity;Ratio;Panel Size;Line Width (mm);Line Spacing (mm);is_vcp;minimal_thickness;maximal_thickness;thickness_asymmetry;thickness_req_ratio;thickness_delta;minimum_hole_diameter
DCI-20251029357;ECI-20251028015;WOA251021538-00-001-001;J0600147A00.1;2#东威板电VCP线;沉金;A板;负片;短边;;540.0;382.0;0.25;H0116;东威;29;单点≥18，平均≥20;26;50.0;48.75;0.8;;;;;;;;;;;;;是;;;孔铜;≥18平均≥20;24.84;22.88;25.49;24.84;22.88;28.53;24.91;ACC;18.0;23.0;1;22.88;28.53;24.91;2.08;5.650000000000002;561181;J0600147A00.1;540.0;382.0;176.0;123.89;;;;1.6;0.25;36766.0;6.4;206280.0;;;True;22.88;28.53;5.650000000000002;0.2711111111111111;4.879999999999999;0.25
DCI-20251029364;ECI-20250902012;WOA250829896-00-001-002;JB2C280LA4;2#龙门图电线;喷锡;A板;正片;短边;1.4(含铜);622.0;468.0;0.55;H0080;东威;5;5;28;50.0;18.5;2.1;龙门;38.4;25;42.0;53.0;18.0;10.0;;;60.0;8;;否;;;孔铜;≥25;35.08;29.54;33.85;33.85;28.92;36.92;28.2;ACC;25.0;30.0;1;28.92;36.92;33.03;3.15;8.0;75367;JB2C280LA4;622.0;468.0;216.0;128.0;0.203/0.203;42.0;53.0;1.55;0.55;12607.0;2.818181818181818;291096.0;0.203;0.203;False;28.92;36.92;8.0;0.15680000000000008;3.9200000000000017;0.55
DCI-20251029365;ECI-20251029005;WOA251020514-00-002-002;JP22043LA1;2#龙门图电线;喷锡;A板;正片;短边;1.5;626.0;344.0;1.55;H0085;东威;5;5;28;45.0;18.5;2.1;龙门;58;单点≥20，平均≥25;67.0;63.0;11.0;10.0;;;60.0;8;;否;;;孔铜;≥20平均25;29.54;24.62;29.54;27.69;24.08;30.77;27.7;ACC;20.0;25.0;1;24.08;30.77;27.71;2.79;6.690000000000001;75897;JP22043LA1;626.0;344.0;316.87;202.006;0.381/0.23;67.0;63.0;1.575;1.55;493.0;1.016129032258065;215344.0;0.381;0.23;False;24.08;30.77;6.690000000000001;0.2039999999999999;4.079999999999998;1.55
DCI-20251029623;ECI-20251029008;WOA251024692-00-001-001;J0200388A00.0;2#龙门图电线;喷锡;A板;正片;长边;1.5;622.0;501.0;0.8;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;55-95;单点≥20，平均≥25;65.56;52.32;12.0;10.0;;;60.0;8;;否;;;孔铜;≥20平均25;28.76;23.53;30.07;27.45;21.57;29.41;26.79;ACC;20.0;25.0;1;21.57;30.07;26.8;3.46;8.5;383870;J0200388A00.0;622.0;501.0;270.01;201.0;;65.56;52.32;1.6;0.8;7170.0;2.0;311622.0;;;False;21.57;30.07;8.5;0.07850000000000001;1.5700000000000003;0.8
DCI-20251029626;ECI-20251025004;WOA251018479-00-001-001;J08T0013A00.0;2#龙门图电线;喷锡;A板;正片;短边;;520.5;414.66;0.3;;东威;5;5;28;50.0;18.5;2.1;龙门;38.4;20;36.0;34.0;17.5;10.0;;;60.0;8;;否;;;孔铜;≥20平均25;29.41;20.26;26.14;28.76;20.92;28.11;25.6;ACC;20.0;25.0;1;20.26;29.41;25.6;4.04;9.149999999999999;562792;J08T0013A00.0;520.5;414.66;480.0;350.0;0.127/0.11;36.0;34.0;1.6;0.3;16520.0;5.333333333333334;215830.53;0.127;0.11;False;20.26;29.41;9.149999999999999;0.013000000000000077;0.26000000000000156;0.3
DCI-20251029628;ECI-20251029013;WOA251018449-00-001-001;J0400466C00.0;2#龙门图电线;喷锡;A板;正片;短边;1;622.0;445.0;0.35;H0144;东威;5;5;28;45.0;18.5;2.1;龙门;35;单点≥18，平均≥20;55.0;62.0;13.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;28.76;22.88;27.45;30.07;21.53;28.11;26.46;ACC;18.0;23.0;1;21.53;30.07;26.47;3.44;8.54;450219;J0400466C00.0;622.0;445.0;209.2;149.7;0.203/0.254;55.0;62.0;1.6;0.35;13850.0;4.571428571428572;276790.0;0.203;0.254;False;21.53;30.07;8.54;0.19611111111111118;3.530000000000001;0.35
DCI-20251029642;ECI-20251029010;WOA251024667-00-001-001;J0800046A00.0;2#龙门图电线;沉金;A板;正片;短边;;580.0;334.0;0.3mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;35;20;68.9;69.65;14.5;10.0;;;60.0;8;;是;;;孔铜;≥20;27.45;22.88;26.14;28.11;21.26;26.14;25.33;ACC;20.0;25.0;1;21.26;28.11;25.33;2.69;6.849999999999998;503790;J0800046A00.0;580.0;334.0;306.0;181.0;0.12/0.15;68.9;69.65;1.6;0.3;17886.0;5.333333333333334;193720.0;0.12;0.15;False;21.26;28.11;6.849999999999998;0.06300000000000008;1.2600000000000016;0.3
DCI-20251029653;ECI-20251029007;WOA251021576-00-001-010;JB2C671LA0;2#龙门图电线;喷锡;A板;正片;短边;1.5(含铜);585.0;436.0;0.5;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;52.9;25;71.4;72.0;16.0;10.0;;;70.0;8;;否;;;孔铜;≥25;28.31;26.46;27.08;28.31;25.23;28.92;27.38;ACC;25.0;30.0;1;25.23;28.92;27.38;1.39;3.690000000000001;70235;JB2C671LA0;585.0;436.0;355.0;207.0;0.305/;71.0;72.0;1.55;0.5;17292.0;3.1;255060.0;0.305;;False;25.23;28.92;3.6900000000000013;0.009200000000000017;0.23000000000000043;0.5
DCI-20251030023;ECI-20251028007;WOA251021577-00-001-001;JB2C282TA0;1#东威图电VCP线;沉锡;A板;正片;短边;1.5(含铜);515.0;358.0;0.7;H0080;东威;5;5;28;45.0;18.5;2.1;东威;35;25;54.0;56.0;30.0;15.0;50;45;36.0;6;1;否;;;孔铜;≥25;30.72;28.11;33.99;32.03;26.8;34.64;31.04;ACC;25.0;30.0;1;26.8;34.64;31.05;3.14;7.84;3537;JB2C282TA0;515.0;358.0;337.0;246.0;0.305/0.402;54.0;56.0;1.6;0.7;6273.0;2.285714285714286;184370.0;0.305;0.402;True;26.8;34.64;7.84;0.07200000000000002;1.8000000000000007;0.7
DCI-20251030075;ECI-20251029011;WOA251023644-00-001-001;J0200460B00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;560.0;535.0;0.35;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;35;单点≥18，平均≥20;31.0;36.6;13.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;22.77;19.08;23.38;24.0;18.46;24.62;22.05;ACC;18.0;23.0;1;18.46;24.62;22.05;2.62;6.16;444449;J0200460B00.0;560.0;535.0;205.27;101.17;0.3/0.254;31.0;36.59;1.6;0.35;22536.0;4.571428571428572;299600.0;0.3;0.254;False;18.46;24.62;6.16;0.025555555555555602;0.46000000000000085;0.35
DCI-20251030090;ECI-20251029009;WOA251028832-00-001-001;J0200826A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;512.0;0.45mm;H0001;东威;5;5;28;45.0;18.5;2.1;龙门;52.9;单点≥20，平均≥25;55.77;50.23;14.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;29.41;23.53;27.45;28.76;23.53;28.11;26.79;ACC;20.0;25.0;1;23.53;29.41;26.8;2.61;5.879999999999999;568859;J0200826A00.0;622.0;512.0;215.4;162.3;0.254/0.211;55.77;50.23;1.6;0.45;22622.0;3.555555555555556;318464.0;0.254;0.211;False;23.53;29.41;5.879999999999999;0.17650000000000005;3.530000000000001;0.45
DCI-20251030092;ECI-20251029014;WOA251027787-00-001-001;J0400850A00.0;2#龙门图电线;沉金;A板;正片;短边;1;626.0;520.5;0.45;H0173;东威;5;5;28;45.0;18.5;2.1;龙门;30;单点≥18，平均≥20;55.23;56.99;13.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;30.72;22.53;31.37;31.37;21.84;31.37;28.2;ACC;18.0;23.0;1;21.84;31.37;28.2;4.67;9.530000000000001;564623;J0400850A00.0;626.0;520.5;200.0;156.8;0.1/0.1;55.23;56.99;1.6;0.45;21750.0;3.555555555555556;325833.0;0.1;0.1;False;21.84;31.37;9.530000000000001;0.21333333333333332;3.84;0.45
DCI-20251030135;ECI-20251028013;WOA251027791-00-001-001;J0200209B00.0;1#东威图电VCP线;喷锡;A板;正片;短边;1.5;400.0;335.0;0.5;H0080;东威;5;5;28;45.0;18.5;2.1;东威;33.4;25;76.5;72.9;32.0;15.0;50;45;36.0;6;1;否;;;孔铜;≥25;37.91;29.72;36.6;35.3;29.41;35.95;34.14;ACC;25.0;30.0;1;29.41;37.91;34.15;3.65;8.499999999999996;564811;J0200209B00.0;400.0;335.0;376.0;315.0;0.3/0.3;76.5;72.9;1.55;0.5;4468.0;3.1;134000.0;0.3;0.3;True;29.41;37.91;8.499999999999996;0.1764;4.41;0.5
DCI-20251030232;ECI-20251029003;WOA251021578-00-001-001;J0400845A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.2;622.0;546.0;0.45mm;H0080;荣信;5;5;3.3;45.0;18.5;1.3;龙门;35;30;34.16;55.92;17.0;10.0;;;70.0;8;;否;;;孔铜;≥30;34.64;31.37;37.26;33.33;30.72;35.3;33.77;ACC;30.0;35.0;1;30.72;37.26;33.77;2.47;6.539999999999999;561619;J0400845A00.0;622.0;546.0;290.8;112.28;0.2/0.228;34.16;55.92;1.6;0.45;11860.0;3.555555555555556;339612.0;0.2;0.228;False;30.72;37.26;6.539999999999999;0.023999999999999962;0.7199999999999989;0.45
DCI-20251030293;ECI-20250505002;WOA250414438-00-001-005;JB6C114TA0;2#龙门图电线;沉锡;A板;正片;短边;;622.0;520.5;0.35;H0080;东威;5;5;28;50.0;18.5;2.1;龙门;52.9;20;72.0;78.0;14.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;27.08;24.0;27.69;26.46;24.85;27.08;26.19;ACC;20.0;25.0;1;24.0;27.69;26.19;1.45;3.690000000000001;163205;JB6C114TA0;622.0;520.5;214.0;138.0;0.25/0.2;72.0;78.0;1.6;0.35;;4.571428571428572;323751.0;0.25;0.2;False;24.0;27.69;3.6900000000000013;0.2;4.0;0.35
DCI-20251030294;ECI-20251029012;WOA251020521-00-001-004;JB2C081TB4;2#龙门图电线;沉锡;A板;正片;短边;1.5;600.0;445.0;0.5;H0001;东威;5;5;28;45.0;18.5;2.1;龙门;52.9;25;67.0;67.0;16.0;10.0;;;70.0;8;;否;;;孔铜;≥25;33.13;27.69;32.0;33.85;29.54;33.62;31.63;ACC;25.0;30.0;1;27.69;33.85;31.64;2.5;6.16;493365;JB2C081TB4;600.0;445.0;284.0;208.8;0.3/0.3;67.0;67.0;1.6;0.5;40085.0;3.2;267000.0;0.3;0.3;False;27.69;33.85;6.16;0.10760000000000006;2.6900000000000013;0.5
DCI-20251030397;ECI-20251030008;WOA251024679-00-001-001;J0200313A00.1;2#龙门图电线;喷锡;A板;正片;短边;1.1;580.0;549.5;0.4;H0116;东威;5;5;28;45.0;18.5;2.1;龙门;38.4; 单点≥20，平均≥25;61.3;63.04;12.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;27.08;22.77;26.46;27.08;22.15;26.46;25.33;ACC;20.0;25.0;1;22.15;27.08;25.33;2.25;4.93;521341;J0200313A00.1;580.0;549.5;133.0;87.5;0.2/0.2;61.3;63.04;1.2;0.4;36461.0;3.0;318710.0;0.2;0.2;False;22.15;27.08;4.93;0.10749999999999993;2.1499999999999986;0.4
DCI-20251030587;ECI-20251030004;WOA251029853-00-001-001;J0200197B00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;450.0;343.0;0.55;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;33.4;25-55;76.69;75.64;16.0;10.0;;;70.0;8;;否;;;孔铜;25-55;35.95;29.41;35.3;36.6;29.07;34.64;33.49;ACC;25.0;30.0;1;29.07;36.6;33.49;3.36;7.530000000000001;568141;J0200197B00.0;450.0;343.0;431.0;323.0;0.25/0.25;76.69;75.64;1.55;0.55;7003.0;2.818181818181818;154350.0;0.25;0.25;False;29.07;36.6;7.530000000000001;0.1628;4.07;0.55
DCI-20251030588;ECI-20251030001;WOA251029844-00-001-001;J0200196B00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;450.0;343.0;0.55;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;33.4;25-55;76.86;75.59;16.0;10.0;;;70.0;8;;否;;;孔铜;25-55;36.31;29.54;36.95;36.31;28.68;35.69;33.91;ACC;25.0;30.0;1;28.68;36.95;33.91;3.75;8.270000000000003;567672;J0200196B00.0;450.0;343.0;431.0;323.0;0.25/0.25;76.86;75.59;1.55;0.55;7497.0;2.818181818181818;154350.0;0.25;0.25;False;28.68;36.95;8.270000000000003;0.1472;3.6799999999999997;0.55
DCI-20251030589;ECI-20251030003;WOA251028836-00-001-001;J0200208B00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;600.0;335.0;0.5mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;33.4;25;74.0;75.0;16.0;10.0;;;70.0;8;;是;;;孔铜;≥25;32.68;28.76;32.68;32.03;29.41;33.33;31.48;ACC;25.0;30.0;1;28.76;33.33;31.48;1.91;4.569999999999997;568199;J0200208B00.0;600.0;335.0;315.0;284.0;0.3/0.3;74.0;75.0;1.55;0.5;6123.0;3.1;201000.0;0.3;0.3;False;28.76;33.33;4.569999999999997;0.15040000000000006;3.7600000000000016;0.5
DCI-20251030590;ECI-20251030005;WOA251028835-00-001-001;J0200210B00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;400.0;335.0;0.5;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;33.4;25;74.0;70.0;16.0;10.0;;;70.0;8;;否;;;孔铜;≥25;37.26;28.76;37.26;34.64;27.45;35.95;33.55;ACC;25.0;30.0;1;27.45;37.26;33.55;4.35;9.809999999999999;564885;J0200210B00.0;400.0;335.0;376.0;315.0;0.3/0.3;74.0;70.0;1.55;0.5;4522.0;3.1;134000.0;0.3;0.3;False;27.45;37.26;9.809999999999999;0.09799999999999998;2.4499999999999993;0.5
DCI-20251030618;ECI-20251028010;WOA251021568-00-001-006;JB6C040TB0;2#龙门图电线;沉锡;A板;正片;短边;;569.0;437.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;52.9;单点≥20，平均≥25;48.0;50.0;17.0;10.0;;;70.0;8;;是;;;孔铜;≥20平均25;32.68;24.84;32.68;32.68;24.18;33.33;30.06;ACC;20.0;25.0;1;24.18;33.33;30.06;4.32;9.149999999999999;54360;JB6C040TB0;569.0;437.0;201.0;177.0;0.2/0.2;48.0;50.0;2.4;0.4;8784.0;5.999999999999999;248653.0;0.2;0.2;False;24.18;33.33;9.149999999999999;0.209;4.18;0.4
DCI-20251030619;ECI-20251030012;WOA251027736-00-001-001;J0400617A00.0;2#龙门图电线;喷锡;A板;正片;短边;1;546.0;490.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;70;单点≥20，平均≥25;28.52;39.49;19.0;11.0;;;60.0;8;;是;;;孔铜;≥20平均25;32.68;23.76;35.42;34.26;24.41;36.18;31.11;ACC;20.0;25.0;1;23.76;36.18;31.12;5.58;12.42;452336;J0400617A00.0;546.0;490.0;256.0;231.99;0.203/0.203;28.52;39.49;2.0;0.4;4851.0;5.0;267540.0;0.203;0.203;False;23.76;36.18;12.419999999999998;0.18800000000000008;3.7600000000000016;0.4
DCI-20251030698;ECI-20251030015;WOA251024668-00-001-002;J0400481A00.0;2#龙门图电线;喷锡;A板;正片;短边;1;600.0;520.5;0.35mm;H0080;荣信;5;5;2.8;45.0;18.5;1.3;龙门;35;单点≥18，平均≥20;36.79;40.49;12.5;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;27.45;22.22;27.45;28.76;22.88;28.11;26.14;ACC;18.0;23.0;1;22.22;28.76;26.14;2.83;6.540000000000003;413957;J0400481A00.0;600.0;520.5;180.4;123.0;0.1/0.15;36.79;40.49;1.6;0.35;17064.0;4.571428571428572;312300.0;0.1;0.15;False;22.22;28.76;6.540000000000003;0.23444444444444437;4.219999999999999;0.35
DCI-20251031058;ECI-20251031001;WOA251023638-00-007-008;J0400352A00.0;2#龙门图电线;喷锡;A板;正片;短边;0.7;580.0;488.0;0.4mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;35;20平均25;36.4;28.8;16.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;30.72;23.84;32.03;30.72;24.18;32.03;28.92;ACC;20.0;25.0;1;23.84;32.03;28.92;3.85;8.190000000000001;370192;J0400352A00.0;580.0;488.0;268.5;184.0;0.254/0.2;36.4;28.8;1.671;0.4;6115.0;4.1775;283040.0;0.254;0.2;False;23.84;32.03;8.190000000000001;0.192;3.84;0.4
DCI-20251031087;ECI-20251030013;WOA251022597-00-001-002;J0200393A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;560.0;453.0;0.65;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;52.83-87.88;25;68.29;71.4;16.0;11.0;;;70.0;8;;否;;;孔铜;≥25;32.68;28.11;31.37;32.03;28.11;31.37;30.61;ACC;25.0;30.0;1;28.11;32.68;30.61;2.0;4.57;386331;J0200393A00.0;560.0;453.0;326.0;215.1;0.305/0.305;68.29;71.4;1.55;0.65;2807.0;2.384615384615385;253680.0;0.305;0.305;False;28.11;32.68;4.57;0.12439999999999998;3.1099999999999994;0.65
DCI-20251031176;ECI-20251030011;WOA251028833-00-001-001;J0400857A00.0;2#龙门图电线;喷锡;A板;正片;短边;1;546.0;516.0;0.4mm;H0001;东威;5;5;28;45.0;18.5;2.1;龙门;53;单点≥20，平均≥25;51.19;49.42;14.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;28.76;22.88;29.41;28.11;22.22;28.76;26.69;ACC;20.0;25.0;1;22.22;29.41;26.69;3.24;7.190000000000001;567340;J0400857A00.0;546.0;516.0;251.6;244.8;0.254/0.2;51.19;49.42;1.6;0.4;19561.0;4.0;281736.0;0.254;0.2;False;22.22;29.41;7.190000000000001;0.11099999999999995;2.219999999999999;0.4
DCI-20251031279;ECI-20251031004;WOA251027772-00-001-009;J0200277A00.0;2#龙门图电线;沉锡;A板;正片;短边;0.9;546.0;470.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;35-59;单点≥20，平均≥25;36.79;44.18;12.5;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;28.76;24.84;26.8;29.41;24.18;28.76;27.12;ACC;20.0;25.0;1;24.18;29.41;27.12;2.22;5.23;340507;J0200277A00.0;546.0;470.0;254.33;222.0;0.2/0.152;36.79;44.18;1.0;0.4;7458.0;2.5;256620.0;0.2;0.152;False;24.18;29.41;5.23;0.209;4.18;0.4
DCI-20251031283;ECI-20251031005;WOA251014313-00-001-001;J0600097A00.0;2#龙门图电线;喷锡;A板;正片;短边;;580.0;546.0;0.3mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;47.9;单点≥20，平均≥25;49.0;51.0;15.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;29.41;22.22;26.8;26.8;22.22;26.14;25.59;ACC;20.0;25.0;1;22.22;29.41;25.6;2.85;7.190000000000001;415635;J0600097A00.0;580.0;546.0;258.0;181.0;0.15/0.15;49.0;51.0;1.6;0.3;28450.0;5.333333333333334;316680.0;0.15;0.15;False;22.22;29.41;7.190000000000001;0.11099999999999995;2.219999999999999;0.3
DCI-20251031308;ECI-20250906002;WOA250828873-00-001-001;J0200178A01.1;2#龙门图电线;喷锡;A板;正片;短边;1.1;600.0;448.0;0.4;H0001;东威;5;5;28;45.0;18.5;2.1;龙门;≥35;单点≥20，平均≥25;69.0;68.0;13.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;25.85;23.38;27.08;25.23;23.38;26.46;26.23;ACC;20.0;25.0;1;23.38;27.08;25.23;1.56;3.699999999999999;341645;J0200178A01.1;600.0;448.0;213.97;112.54;0.254/;69.0;68.0;1.2;0.4;39836.0;3.0;268800.0;0.254;;False;23.38;27.08;3.6999999999999993;0.16899999999999996;3.379999999999999;0.4
DCI-20251031329;ECI-20251031006;WOA251028825-00-002-003;JB2C204LB1;2#东威板电VCP线;喷锡;A板;正片;短边;0.90(含铜);602.0;536.0;1;H0080;东威;35;单点≥20，平均≥25;23;45.0;48.75;0.8;;;;;;;;;;;;;否;;;孔铜;≥20平均≥25;28.76;24.49;28.76;28.11;24.84;26.8;26.96;ACC;20.0;25.0;1;24.49;28.76;26.96;1.92;4.270000000000003;56003;JB2C204LB1;602.0;536.0;49.8;41.5;;;;1.0;1.0;4013.0;1.0;322672.0;;;True;24.49;28.76;4.270000000000003;0.22449999999999992;4.489999999999998;1.0
DCI-20251102260;ECI-20251030014;WOA251017402-00-002-002;J0600004A00.2;2#龙门图电线;沉金;A板;正片;短边;;580.0;448.0;0.3;H0080;荣信;5;5;2.8;45.0;18.5;1.3;龙门;70;单点≥20，平均≥25;76.3;74.8;14.0;12.0;;;60.0;8;;是;;;孔铜;≥20平均25;30.72;24.49;28.76;28.76;24.18;28.11;27.5;ACC;20.0;25.0;1;24.18;30.72;27.5;2.61;6.539999999999999;552688;J0600004A00.2;580.0;448.0;420.0;271.0;0.203/0.203;76.3;74.8;1.35;0.3;17076.0;4.500000000000001;259840.0;0.203;0.203;False;24.18;30.72;6.539999999999999;0.209;4.18;0.3
DCI-20251102375;ECI-20251102005;WOA251023645-00-002-008;J0200461A01.1;2#龙门图电线;沉金;A板;正片;短边;1.5;560.0;470.0;0.325;H0080;东威;5;5;28;;18.5;2.1;龙门;35;单点≥20，平均≥25;43.46;61.49;16.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;28.76;24.18;29.41;26.8;23.53;30.72;27.23;ACC;20.0;25.0;1;23.53;30.72;27.23;2.91;7.189999999999998;562395;J0200461A01.1;560.0;470.0;178.0;111.5;0.2/0.2;42.46;61.49;1.6;0.325;26356.0;4.923076923076923;263200.0;0.2;0.2;False;23.53;30.72;7.189999999999998;0.17650000000000005;3.530000000000001;0.325
DCI-20251102479;ECI-20251101002;WOA251023630-00-001-002;J0600180A00.0;2#龙门图电线;沉金;A板;正片;短边;1.5;546.0;368.0;0.325mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;70;单点≥20，平均≥25;61.47;56.55;15.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;28.14;20.26;26.14;27.57;20.92;27.45;25.08;ACC;20.0;25.0;1;20.26;28.14;25.08;3.55;7.879999999999999;561487;J0600180A00.0;546.0;368.0;257.2;168.8;0.203/0.203;61.47;56.55;1.6;0.325;17653.0;4.923076923076923;200928.0;0.203;0.203;False;20.26;28.14;7.879999999999999;0.013000000000000077;0.26000000000000156;0.325
DCI-20251102569;ECI-20251031002;WOA251023646-00-001-001;JB4C688EA1;2#龙门图电线;沉金;A板;正片;短边;0.5;622.0;520.5;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;50;单点≥20，平均≥25;66.0;65.0;12.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;27.18;20.26;28.12;27.45;21.57;26.8;25.23;ACC;20.0;25.0;1;20.26;28.12;25.23;3.4;7.859999999999999;346887;JB4C688EA1;622.0;520.5;416.0;161.58;0.203/0.152;66.0;65.0;1.2;0.4;31613.0;3.0;323751.0;0.203;0.152;False;20.26;28.12;7.859999999999999;0.013000000000000077;0.26000000000000156;0.4
DCI-20251102660;ECI-20251030009;WOA250923654-00-001-002;J0600077C00.0;2#龙门图电线;喷锡;A板;正片;短边;;520.0;410.0;0.45mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;53;25;30.3;30.0;16.0;10.0;;;70.0;8;;否;;;孔铜;≥25;34.64;29.72;34.64;34.64;29.41;35.3;33.05;ACC;25.0;30.0;1;29.41;35.3;33.06;2.72;5.889999999999997;550788;J0600077C00.0;520.0;410.0;220.0;160.0;0.3/0.32;30.3;30.0;1.8;0.45;;4.0;213200.0;0.3;0.32;False;29.41;35.3;5.889999999999997;0.1764;4.41;0.45
DCI-20251103279;ECI-20251103001;WOA251024702-00-004-008;JB4C037TA1;2#龙门图电线;沉锡;A板;正片;短边;0.6(含铜);505.0;478.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;70;单点≥20，平均≥25;44.0;53.0;14.0;11.0;;;;60;8;是;;;孔铜;≥20平均25;32.0;24.18;29.41;31.72;24.72;32.23;29.04;ACC;20.0;25.0;1;24.18;32.23;29.04;3.7;8.049999999999997;10673;JB4C037TA1;505.0;478.0;237.04;223.99;0.152/0.152;44.0;53.0;1.2;0.4;13372.0;3.0;241390.0;0.152;0.152;False;24.18;32.23;8.049999999999997;0.209;4.18;0.4
DCI-20251103335;ECI-20251102007;WOA251101011-00-001-001;J0200836A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;408.0;0.35mm;H0174;东威;5;5;28;45.0;18.5;2.1;龙门;35;单点≥18，平均≥20;48.5;60.7;13.5;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;26.46;22.15;29.54;28.92;22.15;29.54;26.46;ACC;18.0;23.0;1;22.15;29.54;26.46;3.53;7.390000000000001;576691;J0200836A00.0;622.0;408.0;318.0;128.0;0.254/0.252;48.5;60.7;1.6;0.35;14745.0;4.571428571428572;253776.0;0.254;0.252;False;22.15;29.54;7.390000000000001;0.23055555555555549;4.149999999999999;0.35
DCI-20251103336;ECI-20251102001;WOA251031931-00-001-001;J0200827A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;600.0;526.0;0.45mm;H0001;东威;5;5;28;45.0;18.5;2.1;龙门;53;单点≥20，平均≥25;47.58;43.01;14.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;27.69;20.31;28.31;28.92;21.54;27.08;25.64;ACC;20.0;25.0;1;20.31;28.92;25.64;3.73;8.610000000000003;570001;J0200827A00.0;600.0;526.0;252.0;158.3;0.254/0.2;47.58;43.01;1.6;0.45;19789.0;3.555555555555556;315600.0;0.254;0.2;False;20.31;28.92;8.610000000000003;0.015499999999999936;0.3099999999999987;0.45
